,sample_id,id,sentence,metaphor,gold_domain,majority_vote,top_ranked_domains
26,277,1371,Mr. Inhofe has buttressed himself with a small jury of scientists who argue that climate change is only natural.,buttressed,BUILDING,BUILDING,"[""BUILDING"",""FURNISHINGS"",""HIGH POINT"",""STAGE"",""SHAPE""]"
27,278,1351,Mr. Inhofe has buttressed himself with a small jury of scientists who argue that climate change is only natural.,buttressed,BUILDING,BUILDING,"[""BUILDING"",""FURNISHINGS"",""HUMAN BODY"",""GAME"",""MACHINE""]"
28,279,1349,"Finally, by doing nothing to reduce U.S. oil consumption we are only hastening the climate change crisis, and the Bush officials who scoff at the science around this should hang their heads in shame.",hang,BUILDING,BUILDING,"[""BUILDING"",""FURNISHINGS"",""ENERGY"",""ENSLAVEMENT"",""THEFT""]"
29,280,1330,"Whether or not the single-action bias can help explain why students in the Toronto experiment behaved the way they did is an open question, though it seems certain that the study of environmental decision-making — particularly as popular agreement on the gravity of global warming wanes — will continue to be a hot area of research.",way,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""VEHICLE"",""PHYSICAL LOCATION"",""HIGH POINT"",""SERVANT""]"
30,281,1360,"“The politics are making the administration do things in a much more expensive way,” said Michael J. Graetz of Columbia Law School, “than if the Congress had acted to do something about climate change.”",way,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""PATHWAY"",""HAZARDOUS GEOGRAPHIC FEATURE"",""PHYSICAL LOCATION"",""STAGE""]"
31,282,1373,"“To properly address climate change, we must change the way we structure our organizations and the <HIGHLIGHT>way</HIGHLIGHT> we think as individuals,” he said.",way,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""MACHINE"",""GIFT"",""A RIGHT"",""ENERGY""]"
32,283,1357,"That’s the blunt takeaway from this assessment of Naomi Klein’s new book, “This Changes Everything: Capitalism vs. the Climate.”",way,MOVEMENT,NO METAPHOR,"[""MOVEMENT"",""MACHINE"",""EMOTION EXPERIENCER"",""MEDICINE"",""ADDICTION""]"
33,284,1329,"To their way of thinking, policy makers should never try to help consumers lower their electricity bills (people should be able to waste money if they want to) or attempt to address climate change (a radical theory cooked up by tree-hugging liberals).",way,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""PATHWAY"",""INSANITY"",""FOOD"",""STRUGGLE""]"
34,285,1328,"My approach was to try to document the emotional toll it takes on people who lose their homes, the seniors who spend their days just trying to survive the heat, and hopefully do it in a way that touches our readers’ hearts and inspire them to take action to help reduce carbon emissions and mitigate climate change.",approach,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""OBJECT HANDLING"",""ENERGY"",""DISEASE"",""WAR""]"
35,286,1347,"But just one in five Americans favored increasing taxes on electricity as a way to fight global warming; six in 10 were strongly opposed, including 49 percent of Democrats.",way,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""BUILDING"",""ANIMAL"",""STRENGTH"",""FIRE""]"
36,287,1385,"\\\If they don't do it, they're going to have a very hard time getting back in the game seriously, in terms of playing a leading role in shaping an international approach,\\\ said William Nitze, a former State Department official who was responsible for coordinating Government policy on global warming and who represented the United States in international meetings on the subject.",approach,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""OBJECT HANDLING"",""GAME"",""DARKNESS"",""OBJECT HANDLING""]"
37,288,1332,"That approach reached even the White House this week, with Thomas P. Bossert, Mr. Trump’s Homeland Security adviser, declaring that the administration takes “seriously the threat of climate change.”",approach,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""FORWARD MOVEMENT"",""GOAL DIRECTED"",""IMPURITY"",""HIGH POINT""]"
38,289,1323,"In a new approach, the suit charges that the utilities are creating a ''public nuisance,'' global warming, that harms residents in the states bringing the action.",approach,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""FORWARD MOVEMENT"",""GEOGRAPHIC FEATURE"",""LOW POINT"",""ANIMAL""]"
39,290,1355,"But these days, she has been a driving force behind a new battle against global warming.",force,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""WAR"",""BATTLE"",""ENSLAVEMENT"",""BUSINESS""]"
40,291,1334,"“Future waves of migration are inevitable and Europe is their main destination,” Mr. Beevor said, pointing to the disruptive forces of poverty and climate change in developing countries as the main reasons.",forces,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""WAR"",""MAZE"",""THEFT"",""STRUGGLE""]"
41,292,1363,"She writes about Angler in San Francisco, where the chef is showing how a seafood-rich menu can adapt to the forces of climate change.",forces,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""WAR"",""SERVANT"",""HIGH POINT"",""LEADER""]"
42,293,1365,"Exxon is also a major force behind the Global Climate Coalition, a business lobby that opposed Kyoto.",force,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""ENERGY"",""POSITION AND CHANGE OF POSITION ON A SCALE"",""BACKWARD MOVEMENT"",""BATTLE""]"
43,294,1335,It knew it was up against formidable forces  —  from the oil and coal companies that finance the studies skeptical of climate change to conservatives who hate anything that will lead to more government regulations to the Chamber of Commerce that will resist any energy taxes.,forces,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""WAR"",""A GOD"",""LIFE STAGE"",""FOOD""]"
44,295,1383,"While politicians are increasingly willing to include environmental messages in their campaigns, many at the national level still steer clear of the politically charged topic of climate change.",clear,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""VISION"",""DELICACY"",""RESOURCE"",""EMOTION EXPERIENCER""]"
45,296,1346,"WASHINGTON — The United States and China inaugurated two days of high-level talks on Monday, exchanging promises of great-power cooperation on weighty issues like climate change while steering clear of potential conflicts over exchange rates and human rights.",clear,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""CONTAMINATION"",""BACKWARD MOVEMENT"",""ABYSS"",""PHYSICAL OBJECT""]"
46,297,1342,"Yet Mr. Fink’s most recent letter to investors, published this month, makes no direct mention of climate change, and BlackRock’s statement after Brazil’s election in October appears to celebrate Mr. Bolsonaro’s win, lauding his commitment “to building on the reform agenda put in place over the past two years.”",direct,OBJECT HANDLING,NO METAPHOR,"[""OBJECT HANDLING"",""HUMAN BODY"",""HIGH POINT"",""FOOD"",""WEAKNESS""]"
47,298,1336,"Mr. Biden and the Democrats spent the week prosecuting arguments against him on Covid-19, unemployment, health care, child care, climate change, foreign policy and his fundamental fitness for the presidency — attacks that only presaged a fall campaign that, even when it features Mr. Biden, will be aimed entirely at drawing contrasts with the current occupant of the Oval Office, Democrats say.",presaged,VISION,VISION,"[""VISION"",""LIGHT"",""CLOTHING"",""ANIMAL"",""OBESITY""]"
48,299,1345,"Mr. Biden and the Democrats spent the week prosecuting arguments against him on Covid-19, unemployment, health care, child care, climate change, foreign policy and his fundamental fitness for the presidency — attacks that only presaged a fall campaign that, even when it features Mr. Biden, will be aimed entirely at drawing contrasts with Mr. Trump.",presaged,VISION,VISION,"[""VISION"",""LIGHT"",""CRIME"",""IMPURITY"",""GAME""]"
49,300,1344,"“From a climate change point of view you can’t have a better candidate than Joe Biden,” he said.",view,VISION,VISION,"[""VISION"",""GOAL DIRECTED"",""PORTAL"",""CRIME"",""INSANITY""]"
0,301,1542,"But Mr. McCain has also  distanced himself from some long-held positions: he once backed measures to deal with climate change, which made his criticism of Mr. Graham’s bill so striking.",positions,MOVEMENT,PHYSICAL LOCATION,"[""MOVEMENT"",""PHYSICAL LOCATION"",""MAZE"",""NATURAL PHYSICAL FORCE"",""CRIME""]"
1,302,1564,"When the lawsuit was filed in 2004, the E.P.A. under the Bush administration took the view that the Clean Air Act did not permit it to issue regulations addressing climate change and that it would be unwise to do so in any event.",took,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""A RIGHT"",""FACTORY"",""FORWARD MOVEMENT"",""FORCEFUL EXTRACTION""]"
2,303,1541,"The Wall Street Journal examines how the climate change debate is “straining traditional alliances in Washington,” with several companies having expressed their displeasure with the Chamber of Commerce over its views.",views,VISION,VISION,"[""VISION"",""GOAL DIRECTED"",""OBESITY"",""IMPURITY"",""MEDICINE""]"
3,304,1547,"The mayor said the project should be financed by the federal government, which he said was unlikely as long as President Trump was in office, given Mr. Trump’s skeptical view of climate change.",view,VISION,VISION,"[""VISION"",""GOAL DIRECTED"",""HIGH LOCATION"",""GAME"",""FIRE""]"
4,305,1573,Concern about climate change and China’s role must be seen against the background of China’s economic and social development.,background,VISION,STAGE,"[""VISION"",""STAGE"",""BARRIER"",""AVERSION"",""DESTROYER""]"
5,306,1554,"In some ways, this presidential election cycle has brought climate change closer to the forefront than any previous election, and the two campaigns could not provide a more stark contrast.",forefront,VISION,VISION,"[""VISION"",""PHYSICAL LOCATION"",""PHYSICAL BURDEN"",""SCIENCE"",""DARKNESS""]"
6,307,1528,"With issues like global warming and high gas prices at the forefront of public consciousness, many advocates say that after years of struggle, they finally have the political capital to make cycling a top priority in the city.",forefront,VISION,VISION,"[""VISION"",""PHYSICAL LOCATION"",""FORWARD MOVEMENT"",""STRUGGLE"",""PLANT""]"
7,308,1569,"Related: Italy’s education minister said this week that public schools would soon require students in every grade to study climate change and sustainability, a step that would put the country at the forefront of environmental education worldwide.",forefront,VISION,VISION,"[""VISION"",""LIGHT"",""MAGIC"",""MORAL DUTY"",""HIGH POINT""]"
8,309,1538,The mayor concluded by urging the United Nations members to make put cities at the forefront of their efforts against climate change.,forefront,VISION,VISION,"[""VISION"",""LIGHT"",""STORY"",""MONSTER"",""NATURAL PHYSICAL FORCE""]"
9,310,1556,"BISMARCK, N.D. — Donald J. Trump traveled Thursday to the heart of America’s oil and gas boom, where he called for more fossil fuel drilling and fewer environmental regulations while vowing to “cancel the Paris climate agreement,” the 2015 accord committing nearly every nation to taking action to curb climate change.",heart,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""PHYSICAL LOCATION"",""NATURAL PHYSICAL FORCE"",""MONSTER"",""A GOD""]"
10,311,1529,"At his Senate confirmation hearing, Mr. Kerry said he intended to put climate change at the heart of his agenda at the State Department.",heart,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""PHYSICAL LOCATION"",""POSITION AND CHANGE OF POSITION ON A SCALE"",""LIFE STAGE"",""FAMILY""]"
11,312,1549,"The heart of the rule is a set of aggressive Environmental Protection Agency regulations intended to curb planet-warming carbon pollution, which comes mainly from coal-fired power plants.",heart,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""ANIMAL"",""ANIMAL"",""INSANITY"",""DARKNESS""]"
12,313,1571,Mr. Steyer and his strategists said that their campaigns succeeded in injecting the issue of climate change into the heart of the political debate when it had long been sidelined.,heart,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""CONFINEMENT"",""PARASITE"",""DOWNWARD MOVEMENT"",""LOW LOCATION""]"
13,314,1534,"But at the heart of his plan is cap and trade, a market-based approach that has been widely praised but does little to slow global warming or reduce our dependence on fossil fuels.",heart,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""PHYSICAL LOCATION"",""OBJECT HANDLING"",""LIFE STAGE"",""HUMAN BODY""]"
14,315,1570,“What you’re looking at is climate change queued up.,looking,VISION,VISION,"[""VISION"",""LIGHT"",""MORAL DUTY"",""STRUGGLE"",""PHYSICAL BURDEN""]"
15,316,1567,"Re ''One Answer to Global Warming: A New Tax'' (Economic View, Sept. 16), which looked at the possibility of a global carbon tax:",View,VISION,VISION,"[""VISION"",""SCIENCE"",""HIGH POINT"",""EMOTION EXPERIENCER"",""MACHINE""]"
16,317,1557,"In today’s show, we look at the battle over climate change through the eyes of a coal miner.",look,VISION,VISION,"[""VISION"",""HUMAN BODY"",""WAR"",""FAMILY"",""HUMAN BODY""]"
17,318,1561,The commission enlisted some of the world’s top economists and business consultants to take a fresh look at the economic questions surrounding climate change.,look,VISION,VISION,"[""VISION"",""DOWNWARD MOVEMENT"",""LOW LOCATION"",""CRIME"",""GIFT""]"
18,319,1568,"In meditative essays, Rush looks at how we are confronting climate change and the psychic and literary toll it is taking.",looks,VISION,VISION,"[""VISION"",""LIGHT"",""CONTAMINATION"",""ENSLAVEMENT"",""RESOURCE""]"
19,320,1555,"He starts Tuesday with a United Nations meeting on climate change, then addresses the United Nations General Assembly on Wednesday, and continues the week by playing host to the Group of Twenty economic conference in Pittsburgh on Thursday.",host,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""LEADER"",""STORY"",""INSANITY"",""BARRIER""]"
20,321,1552,"“I’m very concerned about the pace of things,” Yvo de Boer, the executive secretary of the United Nations Framework Convention on Climate Change, which is playing host to the meeting, said Thursday.",host,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""LEADER"",""MORAL DUTY"",""STORY"",""SCIENCE""]"
21,322,1560,"Privately, Ford executives laid out an internal goal last year to improve fuel economy 80 percent by 2030 as part of a plan to halt growth in global warming emissions.",laid,BUILDING,BUILDING,"[""BUILDING"",""SHAPE"",""HIGH POINT"",""PLANT"",""DISEASE""]"
22,323,1539,"For now, governments are relying mostly on subsidies, but the ultimate answer, they say, probably lies in some form of taxation of carbon emissions that puts a system of carrots and sticks to work to limit global warming.",puts,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""MOVEMENT"",""PLANT"",""DISEASE"",""PHYSICAL LOCATION""]"
23,324,1553,"The Chicago Climate Exchange, a start-up venture hoping to create a market for member companies and governments to trade rights to emit gases associated with global warming, got off to an ambiguous start yesterday with an auction that laid the groundwork for trading to begin Oct. 31.",laid,BUILDING,BUILDING,"[""BUILDING"",""RESOURCE"",""BARRIER"",""MEDICINE"",""PARASITE""]"
24,325,1540,"TOKYO — Japan’s presumptive prime minister breathed new life on Monday into efforts to curb global warming, standing by a campaign pledge to cut greenhouse gas emissions by 25 percent in the next 10 years from 1990 levels — a target that environmentalists said puts Japan at the forefront of the fight against climate change.",puts,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""PHYSICAL OBJECT"",""PHYSICAL LOCATION"",""ENSLAVEMENT"",""BUILDING""]"
25,326,1543,The most realistic path to reducing global warming gases is to limit emissions across the economy by putting a price on carbon.,putting,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""MOVEMENT"",""GIFT"",""MOVEMENT"",""LIFE STAGE""]"
26,327,1558,I stand among the readers who worry that Stephens is minimizing the serious risk of climate change by referring to the “modest” warming of the earth and likening polling data to sophisticated climate models.,stand,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""WEAKNESS"",""STORY"",""CONTAMINATION"",""ENERGY""]"
27,328,1535,"Some officials in the State and Energy departments and at the Environmental Protection Agency had urged Mr. Bush to take a stronger stand in his speech, which is scheduled for delivery Monday, on the issue of global warming.",stand,BACKWARD MOVEMENT,MOVEMENT,"[""BACKWARD MOVEMENT"",""STRENGTH"",""CROP"",""RACE"",""PHYSICAL LOCATION""]"
28,329,1544,"But Mr. McCain took a stand, just as he did in recognizing the threat of global warming early.",stand,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""OBJECT HANDLING"",""DELICACY"",""FURNISHINGS"",""BUILDING""]"
29,330,1548,"In the Senate she made impressive independent stands in favor of immigration reform, limits on power-plant emissions and other efforts to combat climate change, and extending expiring unemployment benefits.",stands,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""OBJECT HANDLING"",""A GOD"",""THEFT"",""MAGIC""]"
30,331,1537,"These include not only Republicans who panic at any regulation, but also Democrats who say they worry about climate change but insist that the executive branch stand aside until Congress gets around to dealing with it.",stand,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""BUILDING"",""RESOURCE"",""STAGE"",""PHYSICAL LOCATION""]"
31,332,1566,We base our stance on climate change on studies.”,base,BUILDING,BUILDING,"[""BUILDING"",""MACHINE"",""BATTLE"",""DARKNESS"",""HIGH LOCATION""]"
32,333,1546,"“Our entire campaign has been premised that the president will make good on his promises and rhetoric on climate change,” said Dan Kessler, a spokesman for 350.org, a group waging a campaign against construction of the pipeline.",premised,BUILDING,BUILDING,"[""BUILDING"",""STAGE"",""PLIABILITY"",""WEAKNESS"",""FORCEFUL EXTRACTION""]"
33,334,1536,"One policy group that has expressed skepticism about climate change, the Heartland Institute, pointed to a widely used projection of 60,000 deaths to attack earlier models predicting up to two million fatalities.",projection,BUILDING,BUILDING,"[""BUILDING"",""SCIENCE"",""ANIMAL"",""TEMPERATURE"",""WEATHER""]"
34,335,1525,"Mr. Obama’s  blueprint, which will project spending and revenues for the next decade, will flesh out the president’s thinking on his energy plans both to cap the emissions of gases, particularly carbon dioxide, that are blamed for climate change and to spur development of nonpolluting energy alternatives.",project,BUILDING,BUILDING,"[""BUILDING"",""RESOURCE"",""SCHISM"",""TEMPERATURE"",""BATTLE""]"
35,336,1559,"He is basing his entire campaign on the issue, and on Friday released the first of what he says will be a series of policies to stop climate change.",basing,BUILDING,BUILDING,"[""BUILDING"",""SCIENCE"",""MOVEMENT"",""GIFT"",""OBESITY""]"
36,337,1551,"Thomas Friedman asserts that climate change advocates and poverty fighters have been at odds (“Connecting nature’s dots,” Views, Aug. 24).",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""SCHISM"",""GEOGRAPHIC FEATURE"",""ENERGY""]"
37,338,1572,"It's a stance that puts him at odds with many people at G.M., among them the company's stogie-wielding vice chairman, Bob Lutz, who talks of global warming as tree-huggers' hokum and of the Kyoto Protocol as conspiracy theory.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""BACKWARD MOVEMENT"",""DARKNESS"",""A RIGHT""]"
38,339,1530,"Cruz has gone the extra step of denying the very existence of climate change, an assertion that puts him at odds with three-fourths of the American public.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""LEADER"",""STAGE"",""MOVEMENT""]"
39,340,1531,"The Kochs’ libertarian-tinged politics have often put them at odds with Mr. Trump, even though the brothers’ oil and petrochemicals conglomerate, Koch Industries, stands to benefit from the president’s energy policies and views on climate change.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""THEFT"",""STAGE"",""FURNISHINGS""]"
40,341,1562,"While she may find common ground with Mr. Trump on that topic, Ms. Frederiksen is at odds with him on global warming, an issue that tops her agenda.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""ENERGY"",""RESOURCE"",""GAP""]"
41,342,1565,"“Never have I felt more of a sense of obligation and a sense of purpose to maintain California’s leadership not only nationally but internationally to face climate change head on,” he said.",head,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""CONFINEMENT"",""MOVEMENT"",""VEHICLE"",""VISION""]"
42,343,1545,"“I saw that local mayors and county leaders were dealing with the impacts of climate change head on,” he said.",head,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""CONFINEMENT"",""FORCEFUL EXTRACTION"",""DISEASE"",""PHYSICAL HARM""]"
43,344,1524,"Mr. Biden and the Democrats spent the week prosecuting arguments against him on Covid-19, unemployment, health care, child care, climate change, foreign policy and his fundamental fitness for the presidency — attacks that only presaged a fall campaign that, even when it features Mr. Biden, will be aimed entirely at drawing contrasts with the current occupant of the Oval Office, Democrats say.",aimed,GOAL DIRECTED,GOAL DIRECTED,"[""GOAL DIRECTED"",""TOOL"",""TEMPERATURE"",""ADDICTION"",""PHYSICAL OBJECT""]"
44,345,1532,"He will then hold a town-hall-style event at Dartmouth College, where the discussion is expected to focus on his plans for tuition-free higher education, climate change and economic inequality.",plans,BUILDING,BUILDING,"[""BUILDING"",""MOVEMENT"",""BATTLE"",""CLOTHING"",""CONFINEMENT""]"
45,346,1527,"In James Traub's inspired portrait of Al Gore, NASA's James Hansen is quoted as having written that ''Al Gore may have done for global warming what 'Silent Spring' did for pesticides'' (''Al Gore Has Big Plans,''",Plans,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""GOAL DIRECTED"",""ANIMAL"",""DELICACY"",""MOVEMENT""]"
46,347,1563,"I look forward to working with congressional leaders who share the president-elect's vision of bringing hope to rural America, of being good stewards of our natural resources, are providing American leadership on climate change and making America a nation truly dedicated to health and nutrition.",vision,VISION,GOAL DIRECTED,"[""VISION"",""GOAL DIRECTED"",""CRIME"",""PROTECTION"",""DELICACY""]"
47,348,1550,"“The vast majority of the G-20 supports the president’s vision for universal access to affordable and reliable energy, including finding ways to burn fossil fuels more cleanly and efficiently,” said George David Banks, a special assistant to the president on international energy and environment and lead negotiator for climate change during the G-20 conference.",vision,VISION,GOAL DIRECTED,"[""VISION"",""GOAL DIRECTED"",""FORWARD MOVEMENT"",""FOOD"",""COMPETITION""]"
48,349,1533,"The House passed a climate change bill, but it took deal-making and lobbying that alienated some around Mr. Obama.",passed,PATHWAY,PATHWAY,"[""PATHWAY"",""BARRIER"",""PATHWAY"",""RULE ENFORCER"",""ENERGY""]"
49,350,1526,"The House passed a climate change bill, but it took deal-making and lobbying that alienated some around Mr. Obama.",pass,PATHWAY,PATHWAY,"[""PATHWAY"",""OBJECT HANDLING"",""RESOURCE"",""SIZE"",""SERVANT""]"
0,351,1731,Deal-Making on the Hill:  John Broder mines the exceptionally high level of activity for concessions and deals behind last week‚Äôs House narrow passage of the climate change bill.,passage,PATHWAY,PATHWAY,"[""PATHWAY"",""RULE ENFORCER"",""SHAPE"",""MAGIC"",""HIGH LOCATION""]"
1,352,1792,"But while the House has passed a broad climate change bill, the prospects in the Senate are uncertain.",passed,PATHWAY,PATHWAY,"[""PATHWAY"",""BARRIER"",""CONFINEMENT"",""FAMILY"",""BARRIER""]"
2,353,1790,The president is working closely with Congress to pass energy and climate legislation as soon as possible.,pass,PATHWAY,PATHWAY,"[""PATHWAY"",""OBJECT HANDLING"",""WEAKNESS"",""RULE ENFORCER"",""CLOTHING""]"
3,354,1801,"But on climate change and other issues, the president will have his work cut out for him.",cut,TOOL,TOOL,"[""TOOL"",""CLOTHING"",""FOOD"",""CLOTHING"",""MACHINE""]"
4,355,1735,"Mr. Blankenship‚Äôs views ‚Äî which include opposition to climate change legislation working its way through Congress ‚Äî are shared by many in his industry, and they are increasingly at odds with utilities staking out their own positions on the issue.",staking,TOOL,TOOL,"[""TOOL"",""BUILDING"",""MORAL DUTY"",""FORWARD MOVEMENT"",""TEMPERATURE""]"
5,356,1755,"Fred Webber, the industry's top lobbyist, cast doubt on a presentation on global warming by the staff of the state's air resources board at a hearing last month.",cast,BACKWARD MOVEMENT,BACKWARD MOVEMENT,"[""BACKWARD MOVEMENT"",""OBJECT HANDLING"",""LEADER"",""ABYSS"",""PORTAL""]"
6,357,1769,"The journalist, author of \\\The Shock Doctrine,‚Äù makes the case for the existence of climate change and argues that the market cannot solve the crisis.",makes,FACTORY,FACTORY,"[""FACTORY"",""BUSINESS"",""BODY OF WATER"",""BATTLE"",""HUMAN BODY""]"
7,358,1757,Exxon is a key supporter of research and advertisements that try to cast doubt on the seriousness of global warming and its link to fossil fuel emissions.,cast,BACKWARD MOVEMENT,BACKWARD MOVEMENT,"[""BACKWARD MOVEMENT"",""PHYSICAL OBJECT"",""FURNISHINGS"",""SERVANT"",""FOOD""]"
8,359,1768,"In the meantime, some of those eager to cast doubt on the human element in recent global warming may try to trumpet these findings.",cast,BACKWARD MOVEMENTBACKWARD MOVEMENT,BACKWARD MOVEMENT,"[""BACKWARD MOVEMENT"",""OBJECT HANDLING"",""BUILDING"",""AVERSION"",""LIGHT""]"
9,360,1750,The Obama administration hopes the program will help farmers adapt to climate change while making the case for broader climate regulations.,making,FACTORY,FACTORY,"[""FACTORY"",""BUSINESS"",""ENSLAVEMENT"",""CRIME"",""ANIMAL""]"
10,361,1728,"Mr. Clinton said he did not believe that his program would put him at odds with the Bush administration, which has resisted some efforts to address global warming and questioned some of the science behind assertions about greenhouse gases.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""CLOTHING"",""ENSLAVEMENT"",""SHAPE""]"
11,362,1779,"Mr. Clinton said he did not believe that his program would put him at odds with the Bush administration, which has resisted some efforts to address global warming and questioned some of the science behind assertions about greenhouse gases.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""NATURAL PHYSICAL FORCE"",""DOWNWARD MOVEMENT"",""ACCIDENT""]"
12,363,1777,"On climate change, however, Mr. Podesta said that Mr. Donohue‚Äôs views put him at odds with some important members.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""GIFT"",""HUMAN BODY"",""SERVANT""]"
13,364,1778,"Coming into Rio, the Administration found itself at odds with much of the rest of the world over treaties to control global warming and preserve the world's plant, animal and microbial species.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""BACKWARD MOVEMENT"",""MAGIC"",""HIGH LOCATION""]"
14,365,1747,"In Houston, meanwhile, Mr. McCain,  who has long been at odds with Mr. Bush on another environmental issue, climate change,  tried to distance himself from the White House.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""PLANT"",""POSITION AND CHANGE OF POSITION ON A SCALE"",""STRENGTH""]"
15,366,1759,"Last June, for example,¬†Romney staked out a position on global warming¬†in clear defiance of Republican orthodoxy, playing down its importance and the role of human beings in causing it:",staked,TOOL,TOOL,"[""TOOL"",""WEAKNESS"",""ACCIDENT"",""CONTAINER"",""NATURAL PHYSICAL FORCE""]"
16,367,1746,"NEW DELHI ‚Äî With international talks on climate change starting next week in Copenhagen, India staked out its early position  on Thursday by announcing that it would slow the growth of the nation‚Äôs greenhouse gas emissions by 2020, while also leaving open the possibility of taking bolder steps if an ‚Äúequitable‚Äù deal can be reached during the negotiations.",staked,TOOL,TOOL,"[""TOOL"",""LOW LOCATION"",""SCHISM"",""ACCIDENT"",""BARRIER""]"
17,368,1772,"This week, President Trump and Joe Biden have staked out dueling positions on the climate.",staked,TOOL,TOOL,"[""TOOL"",""BUILDING"",""GEOGRAPHIC FEATURE"",""CRIME"",""FAMILY""]"
18,369,1733,"Mrs. Clinton has faced scrutiny for her positions on climate change in the past, and was under intense pressure last summer before she staked out a position against the Keystone XL Pipeline.",staked,TOOL,TOOL,"[""TOOL"",""LOW LOCATION"",""BATTLE"",""BARRIER"",""STRENGTH""]"
19,370,1764,"In almost all of the cases in which conservative politicians are cautiously staking out territory on climate change, they still do not acknowledge the extent of man‚Äôs responsibility for causing it.",staking,TOOL,TOOL,"[""TOOL"",""BUILDING"",""FAMILY"",""PHYSICAL LOCATION"",""DELICACY""]"
20,371,1806,"Ms. Merkel, who began a fourth term as chancellor of Europe‚Äôs largest economy in 2017, also laid out ambitious plans to revive her country‚Äôs struggling efforts to meet its goals to help combat climate change, an effort that she credited partially to the Swedish activist Greta Thunberg and her mobilization of students across the globe.",meet,VISION,VISION,"[""VISION"",""POSITION AND CHANGE OF POSITION ON A SCALE"",""FIRE"",""TEMPERATURE"",""VISION""]"
21,372,1745,"Former Gov. Martin O‚ÄôMalley of Maryland, who has made climate change the center of his Democratic presidential campaign, laid out a plan last month that meets the criteria, winning Mr. Steyer‚Äôs blessing.",meets,VISION,NO METAPHOR,"[""VISION"",""HUMAN BODY"",""PARASITE"",""BARRIER"",""DARKNESS""]"
22,373,1771,"An article on Tuesday about Senator John McCain‚Äôs proposals to combat global warming referred incorrectly to the Washington-based Center for American Progress, whose top official noted that Mr. McCain sometimes voted with Democrats on environmental bills.",referred,BACKWARD MOVEMENT,NO METAPHOR,"[""BACKWARD MOVEMENT"",""LEADER"",""HIGH LOCATION"",""CROP"",""HAZARDOUS GEOGRAPHIC FEATURE""]"
23,374,1736,"An article on Tuesday about Senator John McCain‚Äôs proposals to combat global warming referred incorrectly to the Washington-based Center for American Progress, whose top official noted that Mr. McCain sometimes voted with Democrats on environmental bills.",referred,BACKWARD MOVEMENT,NO METAPHOR,"[""BACKWARD MOVEMENT"",""LEADER"",""STORY"",""CONTAINER"",""MAZE""]"
